sentence,label,idx
dishes out a ton of laughs that everyone can enjoy ,1,33461
quick-cut edits that often detract from the athleticism ,0,33462
"derivative elements into something that is often quite rich and exciting , ",1,33463
flies out the window ,0,33464
"bill morrison 's decasia is uncompromising , difficult and unbearably beautiful . ",1,33465
the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line ,0,33466
"secret ballot is a funny , puzzling movie ambiguous enough to be engaging and oddly moving . ",1,33467
one of the all-time great apocalypse movies ,1,33468
"sweet , genuine chemistry ",1,33469
drags it ,0,33470
real pleasure ,1,33471
heavy-handed moralistic ,0,33472
that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie ,0,33473
there 's an excellent 90-minute film here ,1,33474
"this rich , bittersweet israeli documentary ",1,33475
see coming a mile away ,0,33476
do what he does best ,1,33477
"a smart , arch and rather cold-blooded comedy . ",1,33478
"proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness ",0,33479
works as pretty contagious fun ,1,33480
would that greengrass had gone a tad less for grit and a lot more for intelligibility . ,0,33481
berlin ,1,33482
at the future than `` bladerunner '' and one of the most high-concept sci fi adventures attempted for the screen ,1,33483
as one of the all-time great apocalypse movies ,1,33484
of the company 's astonishing growth ,1,33485
unappealing ,0,33486
its own staggeringly unoriginal terms ,0,33487
"a positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a shakespearean tragedy or a juicy soap opera . ",1,33488
a coming-of-age movie ,1,33489
were once amusing ,0,33490
"show blind date , only less ",0,33491
"as it turns out , you can go home again . ",1,33492
human nature ,1,33493
"trial movie , escape movie and unexpected fable ",1,33494
's hard to believe these jokers are supposed to have pulled off four similar kidnappings before . ,0,33495
"as you are watching them , and the slow parade of human frailty fascinates you ",1,33496
discord ,0,33497
"sure , it 's contrived and predictable , ",0,33498
", it misses a major opportunity to be truly revelatory about his psyche . ",0,33499
"the film starts promisingly , but ",0,33500
sparkling beauty ,1,33501
be one of those movies barely registering a blip on the radar screen of 2002 . ,0,33502
playing an ingenue makes her nomination as best actress even more of a an a ,1,33503
's not so much a movie as a joint promotion for the national basketball association and teenaged rap and adolescent poster-boy lil ' bow wow . ,0,33504
reassuringly familiar ,1,33505
beloved genres ,1,33506
that likely ,1,33507
clearly evident poverty and hardship ,0,33508
amusing from time ,1,33509
the most thoughtful fictional examination ,1,33510
"with the hail of bullets , none of which ever seem to hit ",0,33511
parapsychological phenomena and the soulful nuances ,1,33512
without chills ,0,33513
", overblown enterprise ",0,33514
ignorant ,0,33515
ambitious ,1,33516
with scenes so true and heartbreaking ,1,33517
beautifully crafted and ,1,33518
in his charming 2000 debut shanghai noon ,1,33519
it 's not really funny . ,0,33520
story and pace ,1,33521
"joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy ",0,33522
a powerful entity ,1,33523
down-and-dirty ,0,33524
funny feast ,1,33525
"ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense ",1,33526
does display an original talent ,1,33527
praises ,1,33528
of the ultimate scorsese film ,1,33529
"fascinating , compelling story ",1,33530
physical energy ,1,33531
a gift ,1,33532
"to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies ",0,33533
make the film relevant today ,1,33534
"who , exactly , is fighting whom here ? ",0,33535
as monumental as disney 's 1937 breakthrough snow white and the seven dwarfs ,1,33536
cute moments ,1,33537
takes such a speedy swan dive from `` promising '' ,0,33538
maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while . ,1,33539
"irritates and saddens me that martin lawrence 's latest vehicle can explode obnoxiously into 2,500 screens while something of bubba ho-tep 's clearly evident quality may end up languishing on a shelf somewhere . ",0,33540
-- all are irrelevant to the experience of seeing the scorpion king . ,0,33541
like their romances to have that french realism ,1,33542
the basic plot of `` lilo '' could have been pulled from a tear-stained vintage shirley temple script . ,0,33543
be two hours gained ,1,33544
humor and bite ,1,33545
are really going to love the piano teacher ,1,33546
"growing strange hairs , getting a more mature body ",1,33547
is undoubtedly one of the finest films of the year . ,1,33548
of the worst movies of one year ,0,33549
miss wonton floats beyond reality with a certain degree of wit and dignity ,1,33550
grinds itself out in increasingly incoherent fashion ,0,33551
the everyday lives ,1,33552
dumbed-down approach ,0,33553
"turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions . ",1,33554
dynamism ,1,33555
coma-like state ,0,33556
"feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as powerful ",1,33557
cinema paradiso stands as one of the great films about movie love . ,1,33558
"vardalos and corbett , who play their roles with vibrant charm ",1,33559
"sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny ",1,33560
vulgar ,0,33561
winning and wildly fascinating ,1,33562
"is a little scattered -- ditsy , even . ",0,33563
waste viewers ' time with a gobbler like this ,0,33564
"that , like shiner 's organizing of the big fight , pulls off enough ",1,33565
portuguese master manoel de oliviera ,1,33566
banal and predictable ,0,33567
that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture ,1,33568
"tense , terrific , sweaty-palmed fun ",1,33569
on a pedestal ,1,33570
"to deliver awe-inspiring , at times sublime , visuals ",1,33571
god is great addresses interesting matters of identity and heritage ,1,33572
"even bigger and more ambitious than the first installment , spy kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man . ",0,33573
a scummy ripoff of david cronenberg 's brilliant ` videodrome . ' ,0,33574
strays ,0,33575
often pointless ,0,33576
setting off ,1,33577
desirable ,1,33578
of stale gags ,0,33579
"is murder by numbers , and as easy to be bored by as your abc 's , ",0,33580
gutless ,0,33581
very complex ,1,33582
an intriguing bit ,1,33583
shines like a lonely beacon ,1,33584
", it 's the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth . ",1,33585
it lacks the detail of the book ,0,33586
all movies ,1,33587
see something that did n't talk down to them ,1,33588
"explore its principal characters with honesty , insight and humor ",1,33589
in the characters you see ,1,33590
"huppert 's show to steal and she makes a meal of it , channeling kathy baker 's creepy turn as the repressed mother on boston public just as much as 8 women 's augustine ",1,33591
clarity and audacity ,1,33592
hanging ,0,33593
from a fine cast ,1,33594
"` drumline ' shows a level of young , black manhood that is funny , touching , smart and complicated . ",1,33595
people have lost the ability to think ,0,33596
frightening late fees ,0,33597
"littered with zero-dimensional , unlikable characters and hackneyed , threadbare comic setups ",0,33598
's also somewhat clumsy ,0,33599
adds substantial depth to this shocking testament to anti-semitism and neo-fascism . ,1,33600
lift ,1,33601
"( gulpilil ) is a commanding screen presence , ",1,33602
"the picture seems uncertain whether it wants to be an acidic all-male all about eve or a lush , swooning melodrama in the intermezzo strain . ",0,33603
kids to watch too many barney videos ,0,33604
a fun family movie ,1,33605
"about friendship , love , and the truth ",1,33606
"all-powerful , ",1,33607
sweetly ,1,33608
stale copy ,0,33609
make paid in full worth seeing ,1,33610
is so often less ,0,33611
does n't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago . ,0,33612
an edgy thriller that delivers a surprising punch . ,1,33613
its charm ,1,33614
that the theme does n't drag an audience down ,1,33615
they 're stuck with a script that prevents them from firing on all cylinders ,0,33616
"that 's critic-proof , simply because it aims so low ",0,33617
infuriatingly quirky and taken with its own style . ,0,33618
did the screenwriters just ,0,33619
"still comes off as a touching , transcendent love story . ",1,33620
some soul ,1,33621
it 's loud and boring ,0,33622
there 's no discernible feeling beneath the chest hair ,0,33623
an essentially awkward version ,0,33624
the chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy . ,1,33625
ages-old slapstick and unfunny tricks ,0,33626
those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right ,1,33627
"the cinematic equivalent of a big , tender hug ",1,33628
"a chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness . ",1,33629
"that both thrills the eye and , in its over-the-top way , ",1,33630
purpose and finesse ,1,33631
"my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold ",1,33632
if you can push on through the slow spots ,0,33633
"is the word for the big-fisted direction of jez butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach ",0,33634
there 's a heaven for bad movies ,0,33635
"mckay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative . ",0,33636
touchingly ,1,33637
been responsible for putting together any movies of particular value or merit ,0,33638
maintaining the appearance of clinical objectivity ,1,33639
it 's a fantastic movie ,1,33640
achieves its emotional power and moments of revelation with restraint and a delicate ambiguity . ,1,33641
big box office bucks ,1,33642
"is overlong and not well-acted , but credit writer-producer-director ",0,33643
"the story is also as unoriginal as they come , already having been recycled more times than i 'd care to count . ",0,33644
reeking of research library dust ,0,33645
when a documentary fails to live up to -- or offer any new insight into -- its chosen topic ,0,33646
"proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations . ",0,33647
"brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans ",1,33648
of joy and energy ,1,33649
iben hjelje is entirely appealing as pumpkin ,1,33650
press the delete key ,0,33651
", shoot-em-up scene ",1,33652
wonder of wonders -- ,1,33653
"the two leads , nearly perfect in their roles ",1,33654
to be spectacularly outrageous ,1,33655
without lectures or confrontations ,1,33656
singing long after the credits roll ,1,33657
forget about one oscar nomination for julianne moore this year - she should get all five ,1,33658
the subtlest and most complexly evil uncle ralph i 've ever seen in the many film ,1,33659
the first half of sorority boys ,1,33660
may be surprised at the variety of tones in spielberg 's work . ,1,33661
"is ... determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation . ",1,33662
honest and loving one ,1,33663
"reveals itself slowly , ",1,33664
ad i suffered and bled on the hard ground of ia drang ,0,33665
lucy liu never comes together ,0,33666
that if the filmmakers just follow the books ,0,33667
hits the target audience ( young bow wow fans ) ,1,33668
that burn themselves upon the viewer 's memory ,1,33669
offers an intriguing what-if premise . ,1,33670
human power ,1,33671
that the accidental spy is a solid action pic that returns the martial arts master to top form ,1,33672
scenes and vistas and pretty moments ,1,33673
a funny yet dark and seedy clash ,1,33674
an unprecedented tragedy ,0,33675
'll wait in vain for a movie to happen ,0,33676
it 's unlikely we 'll see a better thriller this year . ,1,33677
several scenes of this tacky nonsense ,0,33678
good-hearted ,1,33679
"the performances are immaculate , with roussillon providing comic relief . ",1,33680
"even a hardened voyeur would require the patience of job to get through this interminable , shapeless documentary about the swinging subculture . ",0,33681
"it 's a beautiful film , full of elaborate and twisted characters - and ",1,33682
"as often it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy ",0,33683
"comes along only occasionally , one so unconventional ",1,33684
few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending ,0,33685
a properly spooky film about the power of spirits to influence us whether we believe in them or not ,1,33686
's no disguising this as one of the worst films of the summer ,0,33687
"is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative ",1,33688
message-mongering moralism ,0,33689
a tawdry b-movie scum ,0,33690
"undisputed is nearly incoherent , an excuse to get to the closing bout ... by which time it 's impossible to care who wins . ",0,33691
colorful ,1,33692
casting call ,0,33693
this fascinating -- and timely -- content ,1,33694
"a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior ",0,33695
's yet another cool crime movie that actually manages to bring something new into the mix . ,1,33696
"reign of fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness . ",0,33697
"berling and béart ... continue to impress , and ",1,33698
"is a dazzling , remarkably unpretentious reminder of what ( evans ) had , lost , and got back ",1,33699
are so believable that you feel what they feel ,1,33700
is never satisfactory . ,0,33701
", unlike so many other hollywood movies of its ilk , it offers hope ",1,33702
incomprehensible ,0,33703
with every cinematic tool ,1,33704
rival the filmmaker 's period pieces ,1,33705
"far-flung , ",0,33706
oscar-caliber performances ,1,33707
( the kid 's ) just too bratty for sympathy ,0,33708
captivates and ,1,33709
under his control ,1,33710
skid-row ,0,33711
it 's stupid ,0,33712
"their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful ",0,33713
mostly undeterminable ,0,33714
soap-opera quality twist ,1,33715
melodrama and rough-hewn vanity project ,0,33716
never inspired ,0,33717
that this is n't something to be taken seriously ,0,33718
see a devastating comic impersonation ,0,33719
some cocky pseudo-intellectual kid ,0,33720
"kline 's superbly nuanced performance , ",1,33721
"street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo ",0,33722
self-consciously poetic ,1,33723
this remarkable and memorable film ,1,33724
love stories you will ever see . ,1,33725
deserves a sequel ,1,33726
surprisingly flat ,0,33727
"celebrates the group 's playful spark of nonconformity , ",1,33728
"as the princess , sorvino glides gracefully from male persona to female without missing a beat . ",1,33729
this is classic nowheresville in every sense ,0,33730
she ca n't provide any conflict ,0,33731
is a film -- full of life and small delights -- that has all the wiggling energy of young kitten . ,1,33732
"simple , sweet and romantic comedy ",1,33733
a fascinating examination ,1,33734
` the country bears ' should never have been brought out of hibernation ,0,33735
an impressive hybrid . ,1,33736
"its relaxed , natural-seeming actors ",1,33737
an insultingly inept and artificial examination ,0,33738
"feels contrived , ",0,33739
like a cold old man going through the motions . ,0,33740
"intriguing and honorable , ",1,33741
"that neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks . ",0,33742
to forgive that still serious problem ,0,33743
minor-league soccer remake ,0,33744
"humor , characterization , poignancy , and intelligence ",1,33745
boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome . ,0,33746
really a thriller ,1,33747
mush ,0,33748
"a loud , brash and mainly unfunny high school comedy ",0,33749
the film 's problems ,0,33750
a refreshingly forthright one ,1,33751
an improvement on the feeble examples of big-screen poke-mania that have preceded it . ,1,33752
", hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity . ",1,33753
"a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans ",1,33754
painful and refreshing ,1,33755
", the film suffers from a simplistic narrative and a pat , fairy-tale conclusion . ",0,33756
"gentle , unforced intimacy ",1,33757
a bit of heart ,1,33758
an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs ,1,33759
being `` in the mood '' to view a movie as harrowing and painful as the grey zone ,0,33760
"like its bizarre heroine , it irrigates our souls . ",1,33761
belongs in the very top rank of french filmmakers ,1,33762
"it 's leaden and predictable , and laughs are lacking . ",0,33763
falling into the hollywood trap ,0,33764
"well , it 's probably not accurate to call it a movie ",0,33765
"that the film comes off winningly , even though it 's never as solid as you want it to be ",1,33766
a group of extremely talented musicians ,1,33767
much more ordinary ,1,33768
through vulgarities in a sequel you can refuse ,0,33769
the ability of the human spirit to overcome adversity ,1,33770
"cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective . ",1,33771
a painfully slow cliche-ridden film ,0,33772
"that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful ",0,33773
the precious trappings ,1,33774
"director alfonso cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of french new wave films . ",1,33775
", i must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks . ",1,33776
undistinguished ,0,33777
"like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour . ",0,33778
natural-seeming actors ,1,33779
is unusual but unfortunately also irritating ,0,33780
of knucklehead swill ,0,33781
filmmaker tian zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power . ,1,33782
impeccable ,1,33783
cross between highlander and lolita ,1,33784
"'s fallen under the sweet , melancholy spell of this unique director 's previous films ",1,33785
burnt out on it 's a wonderful life marathons and bored ,0,33786
prefer to keep on watching ,1,33787
throwing up ,0,33788
"offers much colorful eye candy , including the spectacle of gere in his dancing shoes , hoofing and crooning with the best of them ",1,33789
the enterprise ,1,33790
", and by casting an actress whose face projects that woman 's doubts and yearnings ",1,33791
"seen as hip , ",1,33792
"this charming , thought-provoking new york fest of life and love ",1,33793
wonderful but ,1,33794
it ends up falling short as a whole ,0,33795
makes this film special ,1,33796
been better ,0,33797
the story compelling ,1,33798
self-indulgent ,0,33799
an undistinguished attempt to make a classic theater piece cinematic . ,0,33800
just plain dumb ,0,33801
sacrifices its promise ,0,33802
brisk delight ,1,33803
their surroundings ,1,33804
"holofcener 's film offers just enough insight to keep it from being simpleminded , and ",1,33805
"his ( nelson 's ) screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting ",0,33806
it 's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it . ,1,33807
a thrill ride ,1,33808
"shows why , after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers ",1,33809
dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace ,1,33810
of a good vampire tale ,1,33811
is his best film ,1,33812
we just do n't really care too much about this love story . ,0,33813
"polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way . ",1,33814
kurys ' direction is clever and insightful ,1,33815
randomness usually achieved only by lottery drawing ,0,33816
artificial ,0,33817
", there 's no way you wo n't be talking about the film once you exit the theater . ",1,33818
that one viewing ca n't possibly be enough ,1,33819
at his most sparkling ,1,33820
chilling tale ,0,33821
italian freakshow ,0,33822
mordantly funny and ,1,33823
... a bland murder-on-campus yawner . ,0,33824
the master of innuendo ,1,33825
firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action ,0,33826
deeply moving ,1,33827
can read the subtitles ( the opera is sung in italian ) and you like ` masterpiece theatre ' type costumes ,1,33828
"feels like pieces a bunch of other , better movies slapped together . ",0,33829
", tiresome nature ",0,33830
"named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort ",0,33831
"slow and ponderous , ",0,33832
will likely be nominated for an oscar next year ,1,33833
a smashing success ,1,33834
", well-developed characters ",1,33835
intriguing plot ,1,33836
sparkling with ideas you wish had been developed with more care ,1,33837
a plodding teen remake that 's so mechanical you can smell the grease on the plot twists . ,0,33838
glumly mishandle the story 's promising premise of a physician who needs to heal himself . ,0,33839
with morality ,1,33840
groan and ,1,33841
makes an amazing breakthrough in her first starring role and eats up the screen ,1,33842
for fun-seeking summer audiences ,1,33843
it may leave you feeling a little sticky and unsatisfied ,0,33844
smart and taut . ,1,33845
to play one lewd scene after another ,0,33846
the way this all works out ,1,33847
future years as an eloquent memorial ,1,33848
"ratliff 's two previous titles , plutonium circus and purgatory county show his penchant for wry , contentious configurations , ",1,33849
its oh-so-hollywood rejiggering and its conventional direction to give the film a soul and an unabashed sense of good old-fashioned escapism ,1,33850
swinging from the trees hooting it 's praises ,1,33851
"does n't contain half the excitement of balto , or quarter the fun of toy story 2 . ",0,33852
"leigh is n't breaking new ground , but he knows how a daily grind can kill love ",1,33853
a film in which the talent is undeniable ,1,33854
to care about the character ,1,33855
"the flowers of perversity , comedy and romance ",1,33856
"a lovely film ... elegant , witty and beneath a prim exterior unabashedly romantic ... hugely enjoyable in its own right though not really faithful to its source 's complexity ",1,33857
", it 's still a rollicking good time for the most part ",1,33858
you 're not fans of the adventues of steve and terri ,0,33859
flawed support structure ,0,33860
strong themes of familial ties and ,1,33861
vehicle that even he seems embarrassed to be part of ,0,33862
dreamed up such blatant and sickening product placement in a movie ,0,33863
to discover that tian 's meticulous talent has not withered during his enforced hiatus ,1,33864
weirdly likable ,1,33865
likely to witness in a movie theater for some time ,1,33866
intensely ,1,33867
"the movie 's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized ",1,33868
its moment of most convincing emotional gravity from a scene where santa gives gifts to grownups ,1,33869
that 's pure entertainment ,1,33870
's an unhappy situation all around ,0,33871
that segment of the populace that made a walk to remember a niche hit ,1,33872
"it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker ",1,33873
unparalleled proportions ,1,33874
a perfect show ,1,33875
these women 's ,1,33876
"and wai ka fai are ) sure to find an enthusiastic audience among american action-adventure buffs , but the film 's interests ",1,33877
a strong thumbs up ,1,33878
"she 's a pretty woman , ",1,33879
artistic ,1,33880
better than ` shindler 's list ' ,1,33881
'' is a sweet treasure and something well worth your time . ,1,33882
resonant gem ,1,33883
a brutal 90-minute battle sequence ,1,33884
the dull ,0,33885
this tale has been told and retold ; ,0,33886
conniving wit ,1,33887
most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement . ,0,33888
smallness ,0,33889
"passion , creativity , and fearlessness ",1,33890
"give shapiro , goldman , and bolado credit for good intentions ",1,33891
most edgy piece ,1,33892
seems twice as long ,0,33893
revelatory about his psyche ,1,33894
the slow parade of human frailty fascinates ,1,33895
spent the duration of the film 's shooting schedule waiting to scream : ,0,33896
distinguish one sci-fi work from another ,1,33897
an epic of astonishing grandeur ,1,33898
all sides ,1,33899
might imagine that most every aggrieved father cliché has been unturned . ,0,33900
sprinkled with a few remarks so geared toward engendering audience sympathy ,0,33901
to pull together easily accessible stories that resonate with profundity ,1,33902
idealism ,1,33903
offers a guilt-free trip ,1,33904
"violent , self-indulgent and maddening ",0,33905
paced and suspenseful argentinian thriller ,1,33906
for but a few seconds ,0,33907
sends you away a believer again and quite cheered at just that . ,1,33908
the idea of narrative logic or cohesion is an entirely foreign concept ,0,33909
with brutal honesty and respect for its audience ,1,33910
you to accept it as life and go with its flow ,1,33911
"'s apparently nothing left to work with , sort of like michael jackson 's nose ",0,33912
packed with adventure and a worthwhile environmental message ,1,33913
blood-curdling family intensity ,1,33914
"shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain ",0,33915
outstanding soundtrack ,1,33916
limp biscuit ,0,33917
"seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release ",0,33918
plays like a student film ,0,33919
"a flat , unconvincing drama that never catches fire ",0,33920
noyce has worked wonders with the material . ,1,33921
a great team ,1,33922
deeper every time ,1,33923
does not really ,0,33924
"are the hallmark of this bittersweet , uncommonly sincere movie that portrays the frank humanity of ... emotional recovery ",1,33925
kooky and overeager ,0,33926
the biggest problem i have ,0,33927
's an unhappy situation all around . ,0,33928
drag as soon as the action speeds up ,0,33929
a breath of fresh air now and then ,1,33930
fresh again ,1,33931
peerlessly ,1,33932
"a vile , incoherent mess ... a scummy ripoff of david cronenberg 's brilliant ` videodrome . ' ",0,33933
"this is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but ayres makes the right choices at every turn ",1,33934
slopped ` em together here ,0,33935
the perverse pleasure ,1,33936
makes the film special ,1,33937
just the labor involved in creating the layered richness of the imagery in this chiaroscuro of madness and light ,1,33938
punches ,0,33939
"put away the guitar , sell the amp , and ",0,33940
"dizzy , confused , and totally disorientated ",0,33941
really belongs with any viewer forced to watch him try out so many complicated facial expressions ,0,33942
does n't deserve a passing grade ( even on a curve ) . ,0,33943
independent-community ,1,33944
's the inimitable diaz ,1,33945
a great companion piece ,1,33946
this fascinating look ,1,33947
but something far more stylish and cerebral ,1,33948
"an earnest , roughshod document , it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool . ",1,33949
it washed out despite all of that ,0,33950
illustrates the ability of the human spirit to overcome adversity . ,1,33951
terrifically entertaining specimen ,1,33952
emotionally and spiritually compelling journey ,1,33953
uneasy ,0,33954
have to be a most hard-hearted person not to be moved by this drama ,1,33955
reggio 's ,1,33956
"gets the details right , from its promenade of barely clad bodies in myrtle beach , s.c. , to the adrenaline jolt of a sudden lunch rush at the diner ",1,33957
sex toys and offers ,0,33958
conceivable ,1,33959
the film seems as deflated as he does ,0,33960
was a better film ,1,33961
if it were subtler ... or if it had a sense of humor ,0,33962
"even through its flaws , revolution # 9 proves to be a compelling , interestingly told film . ",1,33963
the gorgeously elaborate continuation of `` the lord of the rings '' trilogy ,1,33964
"its personable , amusing cast ",1,33965
pompous ,0,33966
"no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish ",0,33967
of exceptional honesty ,1,33968
"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , ",1,33969
can be a knockout ,1,33970
the extravagant confidence ,1,33971
intriguing and stylish ,1,33972
"an inept , tedious spoof of '70s kung fu pictures ",0,33973
"this little film is so slovenly done , so primitive in technique , that it ca n't really be called animation . ",0,33974
is a depressing experience ,0,33975
"about 3/4th the fun of its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity ",0,33976
the project should have been made for the tube . ,0,33977
"let crocodile hunter steve irwin do what he does best , and fashion a story around him ",1,33978
does n't add up to much ,0,33979
several old themes ,0,33980
"after several scenes of this tacky nonsense , you 'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget . ",0,33981
topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights . ,0,33982
"'s the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful ",0,33983
burns gets caught up in the rush of slapstick thoroughfare . ,0,33984
a film that plays things so nice ,1,33985
"sexual jealousy , resentment ",0,33986
technically sumptuous ,1,33987
"an invaluable historical document thanks to the filmmaker 's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent . ",1,33988
self-determination ,1,33989
a dentist 's waiting room ,0,33990
at once both refreshingly different and reassuringly familiar ,1,33991
lacks the detail of the book ,0,33992
and cinemantic flair ,1,33993
succeed in integrating the characters in the foreground into the extraordinarily rich landscape ,1,33994
"'s surprisingly decent , ",1,33995
elegant film ,1,33996
"of thoughtful , subjective filmmaking ",1,33997
"if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there . ",1,33998
from stark desert ,1,33999
a good film that must have baffled the folks in the marketing department . ,1,34000
supremely good natured ,1,34001
", marvelously twisted shapes history ",1,34002
digitally altered footage ,0,34003
big stars and high production values ,1,34004
", self-assured ",1,34005
more than anything else slight ... tadpole pulls back from the consequences of its own actions and revelations ,0,34006
milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title ,0,34007
formula 51 promises a new kind of high but delivers the same old bad trip . ,0,34008
"is a diverting -- if predictable -- adventure suitable for a matinee , ",1,34009
induce sleep ,0,34010
"uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year . ",1,34011
", it would fit chan like a $ 99 bargain-basement special . ",0,34012
flat ,0,34013
-- and it is n't that funny . ,0,34014
because it 's lousy ,0,34015
a characteristically engorged and sloppy ,0,34016
wastes its time ,0,34017
you there is no sense ,0,34018
"'s the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful . ",0,34019
that 's superficial and unrealized ,0,34020
a negligible work ,0,34021
though the film is well-intentioned ,1,34022
the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more ,1,34023
"the usual movie rah-rah , pleasantly and predictably ",1,34024
"a lovely film ... elegant , witty and beneath a prim exterior unabashedly romantic ",1,34025
laughing at his own joke ,0,34026
does n't reach them ,0,34027
"the overall fabric is hypnotic , and mr. mattei fosters moments of spontaneous intimacy . ",1,34028
can depress you about life itself ,0,34029
"you put away the guitar , sell the amp , and apply to medical school ",0,34030
"extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles ",1,34031
's a very very strong `` b + ,1,34032
spirit ,1,34033
short and sweet ,1,34034
it 's packed with adventure and a worthwhile environmental message ,1,34035
